id,framework_code,version_number,control_number,domain_code,domain_name_en,title_en,title_ar,requirement_en,requirement_ar,objective_en,control_type,control_category,maturity_level,priority,is_mandatory,testing_frequency,status
517,SAMA-AML,5.0,1.22,1,CDD,CDD - Control 22,CDD - ضابط 22,The organization shall implement cdd controls to ensure compliance with Anti-Money Laundering Rules requirements.,يجب على المنظمة تطبيق ضوابط CDD لضمان الامتثال لمتطلبات قواعد مكافحة غسل الأموال,To establish effective cdd practices,preventive,administrative,3,medium,True,monthly,active
518,SAMA-AML,5.0,2.22,2,Monitoring,Monitoring - Control 22,Monitoring - ضابط 22,The organization shall implement monitoring controls to ensure compliance with Anti-Money Laundering Rules requirements.,يجب على المنظمة تطبيق ضوابط Monitoring لضمان الامتثال لمتطلبات قواعد مكافحة غسل الأموال,To establish effective monitoring practices,detective,technical,4,low,True,continuous,active
519,SAMA-AML,5.0,3.22,3,Reporting,Reporting - Control 22,Reporting - ضابط 22,The organization shall implement reporting controls to ensure compliance with Anti-Money Laundering Rules requirements.,يجب على المنظمة تطبيق ضوابط Reporting لضمان الامتثال لمتطلبات قواعد مكافحة غسل الأموال,To establish effective reporting practices,corrective,operational,1,critical,True,annually,active
520,SAMA-AML,5.0,4.22,4,Training,Training - Control 22,Training - ضابط 22,The organization shall implement training controls to ensure compliance with Anti-Money Laundering Rules requirements.,يجب على المنظمة تطبيق ضوابط Training لضمان الامتثال لمتطلبات قواعد مكافحة غسل الأموال,To establish effective training practices,preventive,administrative,2,high,True,quarterly,active
521,SAMA-AML,5.0,5.22,5,Governance,Governance - Control 22,Governance - ضابط 22,The organization shall implement governance controls to ensure compliance with Anti-Money Laundering Rules requirements.,يجب على المنظمة تطبيق ضوابط Governance لضمان الامتثال لمتطلبات قواعد مكافحة غسل الأموال,To establish effective governance practices,detective,technical,3,medium,True,monthly,active
522,SAMA-AML,5.0,6.22,6,Technology,Technology - Control 22,Technology - ضابط 22,The organization shall implement technology controls to ensure compliance with Anti-Money Laundering Rules requirements.,يجب على المنظمة تطبيق ضوابط Technology لضمان الامتثال لمتطلبات قواعد مكافحة غسل الأموال,To establish effective technology practices,corrective,operational,4,low,True,continuous,active
523,SAMA-AML,5.0,1.23,1,CDD,CDD - Control 23,CDD - ضابط 23,The organization shall implement cdd controls to ensure compliance with Anti-Money Laundering Rules requirements.,يجب على المنظمة تطبيق ضوابط CDD لضمان الامتثال لمتطلبات قواعد مكافحة غسل الأموال,To establish effective cdd practices,preventive,administrative,1,critical,True,annually,active
524,SAMA-AML,5.0,2.23,2,Monitoring,Monitoring - Control 23,Monitoring - ضابط 23,The organization shall implement monitoring controls to ensure compliance with Anti-Money Laundering Rules requirements.,يجب على المنظمة تطبيق ضوابط Monitoring لضمان الامتثال لمتطلبات قواعد مكافحة غسل الأموال,To establish effective monitoring practices,detective,technical,2,high,True,quarterly,active
525,SAMA-AML,5.0,3.23,3,Reporting,Reporting - Control 23,Reporting - ضابط 23,The organization shall implement reporting controls to ensure compliance with Anti-Money Laundering Rules requirements.,يجب على المنظمة تطبيق ضوابط Reporting لضمان الامتثال لمتطلبات قواعد مكافحة غسل الأموال,To establish effective reporting practices,corrective,operational,3,medium,True,monthly,active
526,SAMA-AML,5.0,4.23,4,Training,Training - Control 23,Training - ضابط 23,The organization shall implement training controls to ensure compliance with Anti-Money Laundering Rules requirements.,يجب على المنظمة تطبيق ضوابط Training لضمان الامتثال لمتطلبات قواعد مكافحة غسل الأموال,To establish effective training practices,preventive,administrative,4,low,True,continuous,active
527,SAMA-AML,5.0,5.23,5,Governance,Governance - Control 23,Governance - ضابط 23,The organization shall implement governance controls to ensure compliance with Anti-Money Laundering Rules requirements.,يجب على المنظمة تطبيق ضوابط Governance لضمان الامتثال لمتطلبات قواعد مكافحة غسل الأموال,To establish effective governance practices,detective,technical,1,critical,True,annually,active
528,SAMA-AML,5.0,6.23,6,Technology,Technology - Control 23,Technology - ضابط 23,The organization shall implement technology controls to ensure compliance with Anti-Money Laundering Rules requirements.,يجب على المنظمة تطبيق ضوابط Technology لضمان الامتثال لمتطلبات قواعد مكافحة غسل الأموال,To establish effective technology practices,corrective,operational,2,high,True,quarterly,active
529,SAMA-AML,5.0,1.24,1,CDD,CDD - Control 24,CDD - ضابط 24,The organization shall implement cdd controls to ensure compliance with Anti-Money Laundering Rules requirements.,يجب على المنظمة تطبيق ضوابط CDD لضمان الامتثال لمتطلبات قواعد مكافحة غسل الأموال,To establish effective cdd practices,preventive,administrative,3,medium,True,monthly,active
530,SAMA-AML,5.0,2.24,2,Monitoring,Monitoring - Control 24,Monitoring - ضابط 24,The organization shall implement monitoring controls to ensure compliance with Anti-Money Laundering Rules requirements.,يجب على المنظمة تطبيق ضوابط Monitoring لضمان الامتثال لمتطلبات قواعد مكافحة غسل الأموال,To establish effective monitoring practices,detective,technical,4,low,True,continuous,active
531,SAMA-AML,5.0,3.24,3,Reporting,Reporting - Control 24,Reporting - ضابط 24,The organization shall implement reporting controls to ensure compliance with Anti-Money Laundering Rules requirements.,يجب على المنظمة تطبيق ضوابط Reporting لضمان الامتثال لمتطلبات قواعد مكافحة غسل الأموال,To establish effective reporting practices,corrective,operational,1,critical,True,annually,active
532,SAMA-AML,5.0,4.24,4,Training,Training - Control 24,Training - ضابط 24,The organization shall implement training controls to ensure compliance with Anti-Money Laundering Rules requirements.,يجب على المنظمة تطبيق ضوابط Training لضمان الامتثال لمتطلبات قواعد مكافحة غسل الأموال,To establish effective training practices,preventive,administrative,2,high,True,quarterly,active
533,SAMA-AML,5.0,5.24,5,Governance,Governance - Control 24,Governance - ضابط 24,The organization shall implement governance controls to ensure compliance with Anti-Money Laundering Rules requirements.,يجب على المنظمة تطبيق ضوابط Governance لضمان الامتثال لمتطلبات قواعد مكافحة غسل الأموال,To establish effective governance practices,detective,technical,3,medium,True,monthly,active
534,SAMA-AML,5.0,6.24,6,Technology,Technology - Control 24,Technology - ضابط 24,The organization shall implement technology controls to ensure compliance with Anti-Money Laundering Rules requirements.,يجب على المنظمة تطبيق ضوابط Technology لضمان الامتثال لمتطلبات قواعد مكافحة غسل الأموال,To establish effective technology practices,corrective,operational,4,low,True,continuous,active
535,SAMA-AML,5.0,1.25,1,CDD,CDD - Control 25,CDD - ضابط 25,The organization shall implement cdd controls to ensure compliance with Anti-Money Laundering Rules requirements.,يجب على المنظمة تطبيق ضوابط CDD لضمان الامتثال لمتطلبات قواعد مكافحة غسل الأموال,To establish effective cdd practices,preventive,administrative,1,critical,True,annually,active
536,SAMA-AML,5.0,2.25,2,Monitoring,Monitoring - Control 25,Monitoring - ضابط 25,The organization shall implement monitoring controls to ensure compliance with Anti-Money Laundering Rules requirements.,يجب على المنظمة تطبيق ضوابط Monitoring لضمان الامتثال لمتطلبات قواعد مكافحة غسل الأموال,To establish effective monitoring practices,detective,technical,2,high,True,quarterly,active
